Rooms,Size,ExternalView,Floor,Balconies,Attic,Elevator,Bathrooms,Neighbourhood,Price
4,148,1,10,0,0,1,3,1,165852
4,139,1,8,1,0,1,3,1,165822
4,138,1,7,2,0,1,3,2,165817
4,133,0,5,1,0,0,2,1,165739
4,147,1,3,0,0,1,2,1,165735
4,138,1,4,1,0,1,1,1,165681
4,136,1,10,2,0,1,1,2,165520
4,147,0,2,2,0,0,2,2,165458
4,129,0,8,1,0,1,2,1,165410
4,139,0,6,0,0,0,2,1,165377
4,137,1,5,1,0,1,1,1,165336
4,142,1,4,0,0,1,3,1,165061
4,145,1,6,2,0,1,3,3,165057
4,126,1,9,2,0,1,1,1,164925
4,139,0,4,2,0,0,1,1,164905
4,150,1,0,1,1,1,3,2,164785
4,130,1,2,0,1,1,2,1,164730
4,151,1,9,0,0,1,3,5,164726
4,139,0,5,0,0,0,2,1,164726
4,148,1,2,0,0,1,2,1,164631
4,130,0,5,1,0,0,2,1,164532
4,148,0,2,1,0,0,3,1,164484
4,134,1,1,0,1,1,2,1,164334
4,128,0,7,0,0,0,2,1,164286
4,142,1,7,2,1,1,2,3,164264
4,149,0,5,0,0,1,3,2,164252
4,129,1,4,2,0,1,2,1,164103
4,138,1,9,0,0,1,3,1,164090
4,144,1,4,0,0,1,2,2,163863
4,141,0,8,0,0,0,2,1,163852
4,128,1,7,0,1,1,2,1,163751
4,145,0,7,0,0,0,2,1,163731
4,129,0,3,2,1,0,2,1,163716
4,148,1,5,0,0,1,3,5,163683
4,151,1,4,2,0,1,3,3,163633
4,142,0,2,1,0,0,2,1,163611
4,141,1,6,1,0,1,3,2,163555
4,141,1,0,2,0,1,1,3,163520
4,133,1,8,1,0,1,3,1,163405
4,144,1,1,2,0,1,3,3,163358
4,152,1,1,0,0,1,3,4,163351
4,152,1,1,0,0,1,3,4,163188
4,143,1,2,1,0,1,3,2,163183
4,136,0,8,0,0,0,2,1,163124
4,141,1,10,0,1,1,1,2,163082
4,144,0,9,0,0,0,3,1,163037
4,137,1,3,1,0,1,1,1,162930
4,143,1,4,0,0,1,3,4,162784
4,126,1,1,0,0,1,1,1,162714
4,151,1,4,0,1,1,3,3,162559
4,132,0,8,1,0,0,3,1,162492
4,125,0,0,2,0,0,1,1,162423
4,134,1,3,2,0,1,2,3,162411
4,149,1,1,0,0,1,3,3,162340
4,134,0,10,2,0,0,2,1,162325
4,135,1,4,1,0,1,2,2,162321
4,134,1,2,2,0,1,2,1,162247
4,127,0,10,1,0,0,1,1,162237
4,133,1,5,0,1,1,2,1,162203
4,152,0,3,2,1,0,3,4,162194
4,141,1,4,1,0,1,3,1,162143
4,141,1,4,2,0,1,3,5,162132
4,138,0,7,1,0,0,2,1,162076
4,145,1,9,0,0,1,3,2,162045
4,145,1,9,0,0,1,3,3,161923
4,132,1,6,0,0,1,2,1,161854
4,139,0,8,1,0,0,2,1,161838
4,152,0,6,0,0,0,3,2,161814
4,138,1,5,0,1,1,1,1,161776
4,140,1,8,0,0,1,2,1,161729
4,149,1,7,0,0,1,3,3,161727
4,151,1,3,0,0,1,3,5,161719
4,138,1,7,2,0,1,1,2,161608
4,135,1,2,1,0,1,3,2,161595
4,133,0,7,1,1,0,3,1,161584
4,135,1,6,1,0,1,3,5,161572
4,148,1,7,0,0,1,3,2,161522
4,137,1,8,2,0,1,3,3,161485
4,145,0,1,1,0,0,2,1,161409
4,146,1,0,1,0,1,3,3,161404
4,145,0,8,0,0,0,3,2,161399
4,135,0,8,2,0,0,2,1,161395
4,144,1,2,0,0,1,3,5,161391
4,139,0,0,1,0,0,3,2,161305
4,146,1,0,1,0,1,3,3,161213
4,136,0,9,1,1,0,1,1,161164
4,143,0,1,1,0,0,3,1,161122
4,143,1,6,1,0,1,1,5,161073
4,151,1,7,0,0,1,3,5,160894
4,148,1,3,1,0,1,2,4,160880
4,138,1,10,0,0,1,2,2,160846
4,152,0,5,0,0,0,3,3,160844
4,145,0,1,2,0,0,3,5,160640
4,142,1,3,1,1,1,3,3,160621
4,135,1,0,1,0,1,3,2,160388
4,140,1,4,1,0,1,2,3,160354
4,141,1,3,0,0,1,3,1,160272
4,147,1,8,1,0,1,2,4,160265
4,150,1,10,0,0,1,3,5,160236
4,131,0,5,1,0,0,1,1,160193
4,145,0,6,2,0,0,3,2,160163
4,150,1,8,1,0,1,3,5,160152
4,132,1,0,1,0,1,1,1,160087
4,134,0,10,1,1,0,2,1,160083
4,133,0,2,0,0,0,2,1,160047
4,145,0,5,1,0,0,3,5,160046
4,133,1,2,0,1,0,1,1,160040
4,141,1,4,1,0,1,1,2,160009
4,134,0,9,1,0,0,3,1,159948
4,147,1,0,0,0,1,2,2,159930
4,132,0,2,0,0,0,3,1,159873
4,138,1,0,0,0,1,1,2,159756
4,137,1,2,2,0,1,2,3,159622
4,139,0,7,2,0,0,2,2,159617
4,144,0,0,0,0,0,1,2,159592
4,141,1,6,1,0,1,2,2,159580
4,146,0,4,1,0,0,2,3,159545
4,125,1,1,0,0,1,1,1,159542
4,135,1,0,0,0,1,2,2,159478
4,147,0,5,0,0,0,2,2,159449
4,133,1,4,1,0,1,2,2,159399
4,140,0,3,0,0,0,3,2,159325
4,133,0,2,0,0,0,1,1,159322
4,125,1,3,2,1,1,1,1,159266
4,138,1,7,1,0,1,2,5,159169
4,147,1,9,0,1,1,3,3,159164
4,141,0,5,0,0,0,2,2,159114
4,140,1,3,0,0,1,1,2,159085
4,146,1,0,0,0,1,2,2,159037
4,150,1,5,0,0,1,3,2,159036
4,143,1,7,1,0,1,1,3,158969
4,140,1,2,1,0,1,1,5,158930
4,140,1,6,0,0,1,2,2,158823
4,139,0,3,1,1,1,1,4,158779
4,143,0,3,0,0,0,2,1,158752
4,137,1,7,1,1,1,1,3,158730
4,143,0,8,1,0,0,1,2,158716
4,144,1,1,1,0,1,3,4,158691
4,137,1,4,0,0,1,3,1,158681
4,137,0,6,0,0,1,3,3,158677
4,139,1,1,2,1,1,3,4,158656
4,148,0,0,2,1,0,3,4,158642
4,138,1,9,0,0,1,2,5,158496
4,143,0,7,0,0,0,3,1,158392
4,139,1,7,1,0,1,3,5,158286
4,137,1,10,2,0,1,3,2,158272
4,132,1,7,0,0,1,3,1,158268
4,147,0,0,0,0,0,2,2,158232
4,136,1,4,2,0,1,2,3,158173
4,146,1,0,0,0,1,2,2,158157
4,143,0,7,1,0,0,2,2,158143
4,139,1,2,1,0,1,1,4,158131
4,142,1,8,0,0,1,3,3,158127
4,143,1,3,1,0,1,1,3,158063
4,146,0,3,0,0,0,2,2,158028
4,129,0,5,1,0,0,2,1,157990
4,134,1,9,0,0,1,3,4,157984
4,136,0,4,2,0,0,2,5,157947
4,145,1,10,0,0,1,2,5,157923
4,145,0,7,1,0,0,2,5,157902
4,140,1,10,1,0,1,3,4,157860
4,143,1,10,0,0,1,3,4,157845
4,141,0,10,0,0,0,3,2,157756
4,139,1,0,1,0,1,2,2,157755
4,145,1,1,2,0,1,3,5,157734
4,145,0,3,1,0,0,3,3,157715
4,147,0,1,2,1,0,3,2,157685
4,147,1,8,1,0,1,2,4,157623
4,144,1,3,2,0,1,2,3,157620
4,139,1,0,0,0,1,1,5,157551
4,137,1,9,2,0,1,1,2,157545
4,136,1,7,1,1,1,2,2,157517
4,141,0,10,2,0,0,1,5,157469
4,135,1,1,0,0,1,3,5,157413
4,146,1,10,0,0,1,3,5,157376
4,132,1,3,2,0,1,2,1,157363
4,134,0,1,1,0,0,3,1,157232
4,135,0,10,0,0,0,1,1,157171
4,143,1,5,1,0,1,2,3,157161
4,137,0,9,0,0,0,1,2,157100
4,140,1,8,1,0,1,3,5,157091
4,146,0,8,0,0,0,2,2,157088
4,140,0,8,1,1,0,2,2,157020
4,134,1,7,0,0,1,1,2,156964
4,147,0,10,0,0,0,2,5,156930
4,132,1,6,1,0,1,1,3,156875
4,137,1,8,1,0,1,3,3,156856
4,136,0,1,0,0,0,2,2,156850
4,140,1,10,0,0,1,2,4,156833
4,128,0,6,1,0,0,1,1,156562
4,147,0,3,0,0,0,2,5,156538
4,140,1,6,2,0,1,3,5,156534
4,151,0,1,0,0,0,3,5,156460
4,133,1,1,0,0,1,2,3,156362
4,142,0,8,1,0,0,3,5,156329
4,131,1,2,0,0,1,2,2,156310
4,141,0,9,1,0,0,1,4,156305
4,143,1,8,0,0,1,3,3,156274
4,144,1,3,1,0,1,1,5,156232
4,136,1,7,0,0,1,1,4,156221
4,137,0,5,0,0,0,2,2,156201
4,128,1,6,0,0,1,1,2,156163
4,135,1,9,1,0,1,3,4,156070
4,133,1,2,0,0,1,2,2,156048
4,138,1,5,2,1,1,2,3,156025
4,136,1,2,1,0,1,1,5,155983
4,131,1,5,0,0,1,1,1,155886
4,142,0,6,1,1,0,2,3,155877
4,142,1,10,0,0,1,2,3,155819
4,138,1,0,0,1,1,1,3,155771
4,143,1,8,0,0,1,2,2,155718
4,136,1,6,0,0,1,2,5,155662
4,133,1,4,0,1,1,3,3,155641
4,131,1,10,2,0,0,1,2,155638
4,139,0,0,1,0,0,2,3,155638
4,141,0,9,0,0,0,1,1,155571
4,140,0,9,1,0,0,3,3,155496
4,137,1,4,0,1,1,1,5,155456
4,134,1,9,1,0,1,2,5,155422
4,134,1,6,2,0,1,1,3,155419
4,133,1,3,0,0,1,2,5,155365
4,144,1,5,0,0,1,3,4,155295
4,143,1,7,1,0,1,3,5,155295
4,136,1,5,1,0,1,2,5,155256
4,147,0,7,0,0,0,2,2,155242
4,145,0,3,0,0,0,3,4,155219
4,131,1,8,0,0,1,2,5,155201
4,149,1,7,0,0,1,3,4,155189
4,135,0,9,0,0,1,2,3,155188
4,146,1,8,1,0,1,2,5,155169
4,144,0,3,0,1,0,2,2,155159
4,133,1,9,1,0,1,1,3,155114
4,142,1,7,2,0,1,1,4,155106
4,140,1,4,1,0,1,3,5,155046
4,135,0,4,1,0,0,3,2,155039
4,134,1,7,0,1,1,2,5,155036
4,129,1,1,1,0,1,2,4,155033
4,137,0,6,0,0,0,2,1,154999
4,146,0,10,0,0,0,3,4,154995
4,129,0,2,0,0,0,1,1,154979
4,133,0,6,1,0,0,3,2,154953
4,144,0,8,0,0,0,3,3,154950
4,141,0,3,1,0,0,1,5,154915
4,132,0,6,0,0,0,2,2,154864
4,139,1,10,1,0,1,2,4,154859
4,144,0,7,1,0,1,3,4,154841
4,135,1,10,1,0,1,2,2,154739
4,150,0,9,0,0,0,3,4,154644
4,142,1,2,1,0,1,2,3,154623
4,135,0,3,1,0,0,2,1,154519
4,139,0,0,1,0,0,1,3,154495
4,139,0,2,1,0,0,3,2,154488
4,141,0,4,2,0,0,2,2,154481
4,144,0,3,0,0,0,3,1,154436
4,137,0,4,1,0,0,2,5,154398
4,135,1,7,2,0,1,1,2,154396
4,151,1,7,0,1,1,3,5,154303
4,133,1,5,0,0,1,1,2,154268
4,140,1,1,0,0,1,1,4,154193
4,141,0,7,1,0,0,2,2,154185
4,145,0,9,1,0,0,3,5,154166
4,139,1,7,2,0,1,3,5,154086
4,137,1,5,0,0,1,1,4,154053
4,126,1,1,1,0,1,1,4,154049
4,136,0,3,1,0,0,3,3,154045
4,148,1,10,0,1,1,3,4,153971
4,147,1,7,0,1,1,2,4,153894
4,152,0,6,0,0,0,3,4,153858
4,147,0,7,0,0,0,2,5,153846
4,138,0,3,0,1,0,2,2,153836
4,144,0,0,0,0,0,2,3,153798
4,145,0,8,1,0,0,3,2,153788
4,147,1,4,0,0,1,2,4,153761
4,136,0,10,1,0,0,3,5,153732
4,142,1,6,1,0,1,3,5,153715
4,144,0,8,1,0,0,2,3,153623
4,143,0,9,0,0,0,2,2,153613
4,132,1,2,2,0,0,2,3,153545
4,139,1,8,0,1,1,3,4,153489
4,129,1,9,1,0,1,1,4,153456
4,137,0,10,2,1,1,1,5,153294
4,127,0,8,2,0,0,1,1,153284
4,128,1,6,1,0,1,2,5,153239
4,131,1,10,0,0,1,2,3,153238
4,140,1,4,2,0,1,1,4,153192
4,136,0,3,2,0,0,3,5,153172
4,149,0,0,2,0,0,3,5,153103
4,138,1,9,1,0,1,2,2,153011
4,132,1,1,1,0,1,1,5,153011
4,144,1,7,1,0,1,1,4,152938
4,133,1,9,0,0,1,1,3,152933
4,145,0,2,0,1,0,2,3,152929
4,133,1,2,0,0,1,2,2,152765
4,139,1,1,0,0,1,1,5,152740
4,134,1,0,1,0,1,1,4,152729
4,143,0,7,1,0,0,3,5,152714
4,136,1,5,0,0,1,1,3,152693
4,152,0,0,1,0,0,3,3,152673
4,138,1,5,0,0,1,3,2,152662
4,139,1,2,0,0,1,2,5,152648
4,150,0,6,1,0,0,3,3,152588
4,136,0,4,1,0,0,1,4,152519
4,129,1,5,0,0,1,2,3,152497
4,147,0,3,0,0,0,3,2,152479
4,143,0,4,1,0,0,1,3,152410
4,129,0,5,0,0,0,2,2,152409
4,139,1,5,1,0,1,1,5,152394
4,141,0,5,0,0,0,3,3,152393
4,136,0,7,0,1,0,1,1,152391
4,139,1,7,2,0,1,1,4,152381
4,139,0,6,1,0,0,3,3,152352
4,151,0,10,0,0,0,3,5,152339
4,138,1,5,0,0,1,2,4,152217
4,143,1,3,0,0,1,1,4,152205
4,130,1,4,2,0,1,2,5,152160
4,128,1,0,0,0,1,1,1,152145
4,137,0,9,1,0,0,1,4,152064
4,134,0,0,1,0,0,2,3,152057
4,137,1,0,1,0,1,3,4,152010
4,139,0,2,0,1,0,2,4,151978
4,140,0,8,1,0,0,3,4,151954
4,131,1,4,2,0,0,1,3,151905
4,135,1,6,1,0,1,1,3,151895
4,125,1,1,1,0,1,1,2,151888
4,141,1,5,1,0,1,3,5,151828
4,129,1,2,0,0,1,2,5,151794
4,137,0,8,0,1,0,1,2,151788
4,137,1,6,2,0,1,1,5,151760
4,147,0,7,1,0,0,3,3,151659
4,142,0,7,0,0,0,1,4,151569
4,132,0,9,0,0,0,3,5,151566
4,141,1,3,0,0,1,1,5,151512
4,137,0,4,0,0,0,2,3,151488
4,136,1,3,0,0,1,1,5,151481
4,125,1,7,0,0,1,1,3,151404
4,133,0,6,0,0,0,2,1,151326
4,137,1,1,1,0,1,2,5,151228
4,130,1,6,0,0,1,1,5,151147
4,137,0,1,0,0,0,3,5,151141
4,147,0,7,0,1,0,2,4,150978
4,135,0,7,1,0,0,3,5,150957
4,129,0,8,0,0,0,2,1,150949
4,134,0,9,0,0,1,2,3,150920
4,136,1,2,0,0,1,1,4,150915
4,140,0,0,1,0,0,2,2,150899
4,133,1,2,1,0,1,3,3,150892
4,137,0,10,0,0,0,2,3,150842
4,144,0,7,2,0,0,2,3,150825
4,136,1,5,0,0,1,3,5,150809
4,130,0,8,1,0,0,1,1,150757
4,142,0,10,0,0,0,3,2,150711
4,132,0,9,1,0,0,2,4,150676
4,132,0,5,2,0,0,3,2,150662
4,143,0,7,0,0,0,1,3,150653
4,141,0,9,0,0,0,2,4,150633
4,138,0,7,0,0,0,2,3,150575
4,144,0,8,0,0,0,3,4,150540
4,127,1,1,0,1,1,1,1,150457
4,131,1,4,1,0,1,1,2,150446
4,144,0,5,1,0,0,3,4,150385
4,125,1,5,0,0,1,1,2,150375
4,136,0,10,0,0,0,3,2,150346
4,137,0,5,1,0,0,1,4,150221
4,144,0,2,1,0,0,3,3,150157
4,129,1,2,0,0,1,1,4,150157
4,142,1,8,0,0,1,3,3,150129
4,128,1,0,0,1,1,1,2,150125
4,134,0,1,0,0,0,2,5,150122
4,132,1,10,0,0,1,1,3,150099
4,135,0,10,0,1,0,3,4,150039
4,138,1,9,1,0,1,2,5,149990
4,134,1,5,1,1,1,1,3,149969
4,140,1,8,1,0,0,1,3,149946
4,137,0,4,1,0,1,2,5,149927
4,125,1,9,0,1,1,1,5,149899
4,144,1,5,0,0,1,1,5,149855
4,141,0,10,0,0,0,1,4,149815
4,127,1,6,0,0,1,1,5,149801
4,144,1,4,0,1,0,3,4,149755
4,135,1,1,1,0,1,3,3,149640
4,129,0,1,0,0,0,1,1,149523
4,132,0,9,1,0,0,3,4,149487
4,138,0,8,1,0,0,3,3,149483
4,142,0,5,1,0,0,2,5,149482
4,142,0,8,0,0,0,2,3,149462
4,141,0,0,1,1,0,3,5,149458
4,140,0,3,1,0,0,2,5,149456
4,137,0,9,0,0,0,2,3,149455
4,132,0,3,0,0,0,3,4,149437
4,137,0,2,0,0,0,3,4,149414
4,129,1,1,2,0,1,1,3,149397
4,137,1,10,0,0,1,3,4,149357
4,137,0,0,1,0,0,1,2,149297
4,144,0,2,0,0,0,2,5,149278
4,137,1,8,1,0,1,1,3,149274
4,135,0,10,0,0,0,2,3,149250
4,145,0,10,0,0,0,3,3,149215
4,127,0,7,1,0,0,1,5,149198
4,138,0,6,2,0,0,2,3,149188
4,137,0,4,1,0,0,2,2,149098
4,140,1,7,0,1,1,3,4,149096
4,139,0,8,0,0,0,1,3,149067
4,142,0,3,0,0,0,3,3,149050
4,135,0,2,1,0,0,2,4,149038
4,132,0,3,1,0,0,3,3,148905
4,129,0,10,0,0,0,2,2,148889
4,126,1,9,0,1,1,1,2,148830
4,129,0,1,2,0,0,2,3,148763
4,131,1,4,0,0,1,1,4,148726
4,132,0,6,0,0,0,2,5,148723
4,128,1,5,0,0,1,2,5,148585
4,139,0,6,1,0,0,1,4,148479
3,121,1,2,2,1,1,1,1,148382
4,140,1,3,0,0,1,1,3,148342
4,130,1,10,0,0,1,1,5,148306
4,151,0,6,0,0,0,3,3,148235
4,142,0,3,0,0,0,2,4,148233
4,134,0,7,0,0,0,1,3,148220
4,134,1,2,0,0,1,1,3,148211
4,134,0,2,2,0,0,3,3,148159
4,143,0,8,2,0,0,1,4,148091
4,138,1,7,0,0,1,2,5,148086
4,132,0,8,0,0,0,3,5,148082
4,133,0,8,1,0,0,3,3,148082
4,142,0,6,0,0,0,3,2,147962
4,131,0,9,0,0,0,1,5,147923
4,130,0,1,0,0,0,2,2,147896
4,128,1,6,0,0,1,1,4,147892
4,134,1,4,1,1,1,2,5,147885
4,134,0,7,0,1,0,1,5,147884
4,130,0,1,0,0,0,1,5,147846
4,145,0,9,1,0,0,3,4,147792
4,135,0,3,0,0,0,1,5,147696
4,135,0,3,1,0,0,2,2,147695
4,135,1,8,0,0,1,1,5,147367
4,132,0,7,0,0,0,3,3,147363
4,142,0,8,0,0,0,1,3,147339
4,138,0,10,0,0,0,2,2,147323
4,144,0,1,1,0,0,1,5,147267
4,132,0,4,1,0,0,2,2,147258
4,131,0,7,1,1,0,2,2,147225
4,132,0,7,0,1,0,3,2,147215
4,132,0,7,0,0,0,3,5,147208
4,143,0,5,0,0,0,1,3,147160
4,138,0,1,1,0,0,2,3,147125
4,141,0,4,0,0,0,1,3,146984
4,134,1,6,0,0,1,2,5,146976
4,134,1,6,1,0,1,2,5,146948
4,141,0,8,0,0,0,2,4,146880
4,133,0,9,0,0,0,1,3,146853
3,123,1,8,1,0,1,2,1,146761
4,136,0,7,1,0,0,3,3,146626
4,129,0,1,0,0,0,1,2,146625
4,146,0,5,0,0,0,2,3,146602
3,120,1,5,1,0,1,2,1,146576
4,142,0,10,0,0,0,3,3,146548
4,129,1,7,0,1,1,1,4,146461
4,142,0,4,0,0,0,1,5,146337
4,138,0,9,1,0,0,2,4,146291
4,132,0,8,1,0,0,1,3,146288
3,122,1,4,1,0,1,2,1,146238
4,130,0,10,0,0,0,1,4,146129
4,130,1,2,0,0,1,2,3,146026
4,135,0,8,0,0,0,2,3,146016
4,133,0,7,0,0,0,3,2,145934
4,132,0,4,0,1,0,3,2,145878
4,130,1,1,1,0,1,1,3,145792
4,129,1,1,1,0,1,2,4,145768
4,146,0,4,0,0,0,2,5,145586
4,131,1,1,0,0,1,2,5,145585
4,134,0,3,1,0,0,2,4,145542
4,124,0,1,0,0,0,1,3,145322
4,136,1,3,0,0,0,3,3,145299
4,124,0,4,0,0,0,1,1,145236
4,135,0,6,0,0,0,3,4,145217
4,131,0,1,1,0,0,2,5,145179
4,138,0,1,0,0,0,2,5,145149
4,133,0,3,0,0,0,3,4,145089
4,136,0,4,0,0,0,2,4,144995
4,135,0,10,0,0,0,1,3,144884
3,124,1,7,0,0,1,2,1,144830
3,128,1,10,2,0,1,2,1,144726
4,128,0,10,1,0,0,2,3,144665
4,134,0,0,0,0,0,2,5,144589
4,124,0,4,0,0,0,1,4,144573
4,131,0,0,0,0,0,1,5,144529
3,120,1,10,2,0,1,1,1,144448
4,129,0,8,0,0,0,1,4,144444
4,135,0,1,0,1,0,2,5,144437
4,144,0,0,0,0,0,1,4,144416
4,124,0,3,0,0,0,1,3,144406
4,135,0,9,0,0,0,1,2,144384
4,127,1,3,1,0,1,1,5,144315
4,134,0,4,0,0,0,1,4,144289
4,138,0,3,0,0,0,3,3,144194
3,123,1,1,0,0,1,2,1,144187
4,138,0,6,0,0,0,3,5,144149
3,116,1,5,1,0,1,2,1,144108
4,127,0,9,2,1,0,1,4,144085
4,134,0,9,0,1,0,1,4,143942
4,125,0,1,1,0,0,1,3,143906
4,126,0,2,0,0,0,1,4,143896
4,127,0,0,0,0,0,1,4,143758
4,129,0,9,1,0,0,1,3,143676
4,134,0,7,0,0,0,3,5,143633
4,133,0,10,1,0,0,2,3,143519
4,135,0,0,0,0,0,1,5,143417
4,139,0,0,0,0,0,3,4,143384
4,139,0,1,1,0,0,1,3,143381
3,114,1,9,1,0,1,2,1,143356
3,116,1,8,1,0,1,2,1,143348
4,131,0,0,1,0,0,1,5,143300
4,141,0,4,0,0,0,1,5,143295
4,130,0,1,0,0,0,2,4,143113
4,134,0,10,0,0,0,2,5,142991
4,136,0,10,0,0,0,2,4,142972
4,137,0,7,0,0,0,1,5,142945
4,132,0,9,1,0,0,2,4,142879
4,131,0,9,2,0,0,2,4,142841
4,135,0,5,0,0,0,1,4,142782
4,132,0,7,1,0,0,2,4,142755
4,144,0,6,0,0,0,1,4,142702
4,135,0,2,0,1,0,1,5,142698
4,125,1,7,1,0,1,1,5,142657
3,125,0,3,2,0,0,2,1,142571
3,128,1,5,0,1,1,2,1,142428
4,126,1,10,0,0,1,1,5,142180
3,127,0,8,0,0,1,2,1,142161
4,127,1,7,0,0,1,1,4,142143
4,127,1,5,0,0,1,1,5,142114
3,127,1,8,0,0,1,2,1,142081
4,130,0,7,1,0,0,2,5,141981
3,126,1,9,0,0,1,2,1,141951
4,140,0,0,0,0,0,1,3,141938
4,127,0,3,0,0,0,1,5,141935
4,126,0,2,0,1,0,1,3,141845
4,133,0,3,1,0,0,2,5,141812
3,126,1,1,2,0,1,2,1,141379
4,138,0,9,0,0,0,1,4,141215
4,128,1,7,0,0,0,2,4,141034
4,135,0,5,0,0,0,1,4,140999
3,121,1,9,1,0,1,2,1,140945
4,130,0,7,0,0,0,2,5,140914
4,124,0,4,0,0,0,1,5,140901
4,132,0,5,0,0,0,2,3,140838
4,134,0,4,0,0,0,1,4,140810
4,131,0,1,0,0,0,2,3,140807
4,127,1,5,0,0,1,1,5,140604
4,139,0,8,0,1,0,1,3,140571
4,130,0,1,0,0,0,2,5,140567
4,124,0,4,0,0,0,1,3,140419
3,120,0,2,0,0,0,2,1,140381
4,133,0,4,0,0,0,2,5,140189
4,124,0,7,0,0,0,1,4,140189
3,120,0,1,2,0,0,2,1,140174
4,133,0,0,0,1,0,2,4,140147
4,132,0,1,0,0,0,2,5,140114
3,120,1,8,2,0,1,1,1,140093
4,132,0,9,0,0,0,2,3,140000
4,132,0,7,0,0,0,3,4,139946
3,128,1,10,2,0,1,2,2,139900
4,126,0,4,0,0,0,1,5,139891
3,123,1,5,2,0,1,2,1,139721
4,129,0,6,0,0,0,2,4,139700
3,125,0,0,1,0,0,2,1,139692
3,124,0,8,1,0,0,2,1,139677
3,122,1,3,0,0,1,2,1,139623
3,112,1,0,0,0,1,1,1,139621
3,111,1,3,1,0,1,1,1,139462
4,130,0,2,0,0,0,2,3,139423
3,126,0,3,0,0,0,2,1,139416
4,124,0,5,1,0,0,1,4,139369
4,128,0,1,1,0,0,1,5,139224
3,109,1,1,2,0,1,2,1,139179
4,132,0,7,0,0,0,2,3,139179
4,129,0,8,0,0,0,1,5,139131
4,133,0,8,0,0,0,2,4,139084
4,135,0,2,0,0,0,2,5,139000
4,127,0,10,0,0,0,1,4,138967
3,113,1,4,1,0,1,1,1,138692
4,131,0,4,0,0,0,2,4,138580
3,125,1,4,1,0,1,2,1,138550
3,117,0,5,1,0,0,2,1,138477
3,120,0,5,0,0,0,1,1,138476
3,111,1,10,0,0,1,1,1,138409
3,125,1,8,1,0,1,2,1,138270
3,117,1,6,0,0,1,2,1,138217
4,126,0,8,0,0,0,1,3,138041
3,114,1,4,1,0,1,1,1,137957
4,124,0,1,0,0,0,1,2,137855
4,129,0,5,0,0,0,2,5,137776
3,114,1,5,0,0,1,1,1,137533
3,120,1,4,2,1,1,2,2,137245
3,122,0,5,0,0,0,2,1,137133
3,115,1,3,1,0,1,2,1,136906
3,116,1,4,2,0,1,1,1,136842
3,127,1,1,0,0,1,2,1,136765
4,131,0,4,0,0,0,1,5,136701
3,116,1,9,0,0,1,2,1,136595
3,121,1,2,1,0,1,1,2,136367
4,126,0,6,0,0,0,1,4,136353
3,120,1,5,0,0,1,2,1,136298
3,124,1,1,1,0,1,1,2,136288
3,118,0,4,1,0,0,1,1,136205
3,115,1,6,1,0,1,1,1,136197
3,111,1,3,2,0,1,2,2,136165
3,119,0,3,2,1,0,2,1,136118
3,117,1,10,1,0,1,1,1,135791
4,127,0,6,0,0,0,1,4,135777
3,123,1,6,0,0,1,2,1,135671
3,114,1,2,2,0,1,2,1,135595
3,114,1,7,0,0,1,2,1,135413
3,123,1,6,1,0,1,2,2,135237
3,115,1,0,0,0,1,1,1,135182
3,118,0,6,1,0,0,1,1,135155
3,125,1,10,2,0,1,2,4,135149
3,117,1,2,0,0,1,2,1,134932
3,123,1,5,1,0,1,2,2,134888
3,127,0,8,2,1,0,2,2,134712
3,117,1,10,0,0,1,2,1,134703
3,116,1,0,1,0,1,2,1,134667
3,116,1,1,0,0,1,1,1,134665
3,127,1,2,2,0,1,2,5,134579
4,125,0,9,0,0,0,1,5,134577
3,122,0,3,0,0,0,1,1,134552
3,110,0,3,0,0,0,2,1,134404
3,124,1,1,1,0,1,2,3,134381
3,125,0,10,1,0,0,2,1,134307
3,125,1,3,0,0,1,2,2,134288
3,124,1,0,1,0,1,2,5,134272
3,119,1,5,1,0,1,2,2,134139
3,109,1,10,0,0,1,1,1,134130
3,110,1,2,1,0,1,2,1,133900
3,120,0,8,0,0,0,2,1,133879
4,125,0,10,0,0,0,1,5,133852
3,128,0,1,0,0,0,2,1,133580
3,111,1,1,1,0,1,2,1,133560
3,123,1,3,1,0,1,1,2,133422
3,108,0,2,0,1,0,1,1,133056
3,122,1,6,1,0,1,1,2,132832
3,128,1,0,0,1,1,2,2,132712
3,124,1,2,2,0,1,1,5,132691
3,123,0,2,0,0,0,1,1,132580
3,123,1,10,0,0,1,1,2,132566
3,112,0,3,2,0,0,2,1,132236
3,125,1,1,0,0,1,2,2,132211
3,105,0,3,2,0,0,1,1,132130
3,113,0,1,0,0,0,1,1,132084
3,109,0,9,0,1,0,2,1,131894
3,118,1,2,0,0,1,1,1,131894
3,115,1,0,0,1,1,2,2,131888
3,114,0,4,1,1,0,2,1,131805
3,119,1,5,0,0,1,2,1,131782
3,124,0,7,1,0,0,2,2,131596
3,122,1,5,1,0,1,2,3,131578
3,127,0,4,2,0,0,2,2,131576
3,122,1,10,0,0,1,2,2,131521
3,128,1,5,0,1,1,2,2,131469
3,114,1,5,0,0,1,2,2,131455
3,117,1,6,0,1,1,1,2,131446
3,119,0,10,1,0,0,2,1,131417
3,128,1,1,0,0,1,2,3,131406
3,122,0,1,1,0,0,2,2,131376
3,109,1,0,1,0,1,1,1,131301
